 ciudadmexid | estadomexid | claveciudadmex |                  nombreciudadmex                   | claveconapo | ?column? |                  ?column?                  | ?column? 
         681 |          15 | 681            | COYOTEPEC                                          | 150230001   | 1723004  | COYOTEPEC                                  |        4
         684 |          15 | 684            | DONATO GUERRA                                      | 150320001   | 1733002  | DONATO GUERRA ASUNCION                     |        1
         685 |          15 | 685            | ECATEPEC DE MORELOS                                | 150330001   |          |                                            |        0
         687 |          15 | 687            | EL ORO                                             | 150640001   | 959003   | SAN FRANCISCO DEL ORO                      |        6
         691 |          15 | 691            | ISIDRO FABELA                                      | 150380001   |          |                                            |        0
         692 |          15 | 692            | IXTAPALUCA                                         | 150390001   | 1740003  | IXTAPALUCA MUNICIPIO DE                    |        2
         697 |          15 | 697            | JILOTEPEC                                          | 150450001   | 1746009  | JILOTEPEC                                  |        2
         698 |          15 | 698            | JILOTZINGO                                         | 150460001   | 1747004  | JILOTZINGO SANTA ANA                       |        1
         700 |          15 | 700            | JOCOTITLAN                                         | 150480001   | 1551501  | JOCOTITLAN                                 |        2
         704 |          15 | 704            | LERMA                                              | 150510001   | 405609   | LERMA                                      |        2
         705 |          15 | 705            | LUVIANOS                                           | 151230001   |          |                                            |        0
         707 |          15 | 707            | MELCHOR OCAMPO                                     | 150530001   | 1754002  | MELCHOR OCAMPO                             |        5
         708 |          15 | 708            | METEPEC                                            | 150540001   | 1347006  | OMETEPEC                                   |        3
         709 |          15 | 709            | MEXICALTZINGO                                      | 150550001   |          |                                            |        0
         710 |          15 | 710            | MORELOS                                            | 150560001   | 204208   | CIUDAD MORELOS                             |       23
         711 |          15 | 711            | NAUCALPAN DE JUAREZ                                | 150570001   |          |                                            |        0
         713 |          15 | 713            | NEZAHUALCOYOTL                                     | 150580001   |          |                                            |        0
         722 |          15 | 722            | PAPALOTLA                                          | 150690001   | 1770006  | PAPALOTLA                                  |        2
         724 |          15 | 724            | RAYON                                              | 150720001   | 773006   | RAYON                                      |        5
         727 |          15 | 727            | SAN JOSE DEL RINCON                                | 151240001   |          |                                            |        0
         731 |          15 | 731            | SANTO TOMAS                                        | 150780001   | 1779006  | SANTO TOMAS DE LOS PLATANOS                |        6
         732 |          15 | 732            | SOYANIQUILPAN DE JUAREZ                            | 150790001   |          |                                            |        0
         737 |          15 | 737            | TEMASCALAPA                                        | 150840001   |          |                                            |        0
         739 |          15 | 739            | TEMASCALTEPEC                                      | 150860001   |          |                                            |        0
         741 |          15 | 741            | TENANCINGO                                         | 150880001   | 1789007  | TENANCINGO                                 |        2
         749 |          15 | 749            | TEQUIXQUIAC                                        | 150960001   |          |                                            |        0
         750 |          15 | 750            | TEXCALTITLAN                                       | 150970001   |          |                                            |        0
         754 |          15 | 754            | TIANGUISTENCO                                      | 151010001   |          |                                            |        0
         756 |          15 | 756            | TLALMANALCO                                        | 151030001   |          |                                            |        0
         757 |          15 | 757            | TLALNEPANTLA DE BAZ                                | 151040001   |          |                                            |        0
         758 |          15 | 758            | TLATLAYA                                           | 151050001   |          |                                            |        0
         760 |          15 | 760            | TONANITLA                                          | 151250001   |          |                                            |        0
         764 |          15 | 764            | VALLE DE BRAVO                                     | 151100001   | 1812003  | VALLE DE BRAVO MUNICIPIO DE                |        2
         765 |          15 | 765            | VALLE DE CHALCO SOLIDARIDAD                        | 151220001   |          |                                            |        0
         767 |          15 | 767            | VILLA GUERRERO                                     | 151120001   | 1618007  | VILLA GUERRERO                             |        2
         768 |          15 | 768            | VILLA VICTORIA                                     | 151130001   | 1816004  | VILLA VICTORIA                             |        2
         770 |          15 | 770            | XALATLACO                                          | 150430001   |          |                                            |        0
         773 |          15 | 773            | ZACUALPAN                                          | 151170001   | 1819007  | ZACUALPAN                                  |        4
         774 |          15 | 774            | ZINACANTEPEC                                       | 151180001   | 1820002  | ZINACANTEPEC SAN MIGUEL                    |        1
         779 |          16 | 779            | ALVARO OBREGON                                     | 160030001   | 1903007  | ALVARO OBREGON MUNICIPIO DE                |        2
         784 |          16 | 784            | AQUILA                                             | 160080001   | 1908009  | AQUILA                                     |        2
         785 |          16 | 785            | ARIO                                               | 160090001   | 922009   | DOCTOR BELIZARIO DOMINGUEZ                 |        9
         786 |          16 | 786            | ARTEAGA                                            | 160100001   | 116006   | PABELLON DE ARTEAGA                        |        4
         787 |          16 | 787            | BRISEÑAS                                           | 160110001   | 1911003  | BRISEÑAS DE MATAMOROS                      |        1
         799 |          16 | 799            | COAHUAYANA                                         | 160140001   | 1914006  | COAHUAYANA MUNICIPIO DE                    |        2
         800 |          16 | 800            | COALCOMAN DE VAZQUEZ PALLARES                      | 160150001   |          |                                            |        0
         804 |          16 | 804            | COPANDARO                                          | 160180001   | 1918001  | COPANDARO DE GALEANA                       |        1
         811 |          16 | 811            | HIDALGO                                            | 160340001   | 527006   | HIDALGO                                    |       29
         818 |          16 | 818            | IXTLAN                                             | 160420001   | 1564007  | MIXTLAN                                    |        7
         820 |          16 | 820            | JIMENEZ                                            | 160440001   | 529006   | JIMENEZ                                    |        8
         822 |          16 | 822            | JOSE SIXTO VERDUZCO                                | 161130001   |          |                                            |        0
         823 |          16 | 823            | JUAREZ                                             | 160460001   | 204159   | BENITO JUAREZ                              |       33
         825 |          16 | 825            | LA HUACANA                                         | 160350001   |          |                                            |        0
         826 |          16 | 826            | LA PIEDAD                                          | 160690001   |          |                                            |        0
         827 |          16 | 827            | LAGUNILLAS                                         | 160480001   | 1948004  | LAGUNILLAS                                 |        3
         828 |          16 | 828            | LAZARO CARDENAS                                    | 160520001   | 945132   | LAZARO CARDENAS                            |        7
         834 |          16 | 834            | MORELOS                                            | 160540001   | 204208   | CIUDAD MORELOS                             |       23
         841 |          16 | 841            | OCAMPO                                             | 160610001   | 547009   | OCAMPO                                     |       16
         854 |          16 | 854            | SALVADOR ESCALANTE                                 | 160790001   |          |                                            |        0
         855 |          16 | 855            | SAN LUCAS                                          | 160770001   | 302103   | CABO SAN LUCAS                             |        7
         862 |          16 | 862            | TANGANCICUARO                                      | 160850001   | 1985002  | TANGANCICUARO MUNICIPIO DE                 |        2
         869 |          16 | 869            | TIQUICHEO DE NICOLAS ROMERO                        | 160920001   |          |                                            |        0
         873 |          16 | 873            | TUMBISCATIO                                        | 160960001   | 1996001  | TUMBISCATIO DE RUIZ                        |        1
         875 |          16 | 875            | TUXPAN                                             | 160980001   | 1611009  | TUXPAN                                     |        6
         880 |          16 | 880            | VENUSTIANO CARRANZA                                | 161030001   | 807009   | VENUSTIANO CARRANZA (CHIAPAS)              |        5
         891 |          17 | 891            | ATLATLAHUCAN                                       | 170020001   |          |                                            |        0
         896 |          17 | 896            | CUERNAVACA                                         | 170070001   | 2113005  | CUERNAVACA MUNICIPIO DE                    |        2
         897 |          17 | 897            | EMILIANO ZAPATA                                    | 170080001   | 1421002  | EMILIANO ZAPATA                            |        5
         908 |          17 | 908            | TEMOAC                                             | 170330001   |          |                                            |        0
         913 |          17 | 913            | TLALNEPANTLA                                       | 170230001   | 1806006  | TLALNEPANTLA MUNICIPIO DE                  |        4
         915 |          17 | 915            | TLAQUILTENANGO                                     | 170250001   |          |                                            |        0
         921 |          17 | 921            | ZACATEPEC DE HIDALGO                               | 170310001   |          |                                            |        0
         922 |          17 | 922            | ZACUALPAN DE AMILPAS                               | 170320001   |          |                                            |        0
         924 |          18 | 924            | AHUACATLAN                                         | 180020001   | 2204004  | AHUACATLAN                                 |        2
         925 |          18 | 925            | AMATLAN DE CAÑAS                                   | 180030001   | 2207001  | AMATLAN DE CAÑAS MUNICIPIO DE              |        2
         926 |          18 | 926            | BAHIA DE BANDERAS                                  | 180200001   |          |                                            |        0
         927 |          18 | 927            | COMPOSTELA                                         | 180040001   | 2210001  | COMPOSTELA MUNICIPIO DE                    |        2
         928 |          18 | 928            | DEL NAYAR                                          | 180090001   |          |                                            |        0
         930 |          18 | 930            | IXTLAN DEL RIO                                     | 180060001   |          |                                            |        0
         932 |          18 | 932            | LA YESCA                                           | 180190001   |          |                                            |        0
         933 |          18 | 933            | ROSAMORADA                                         | 180100001   | 2228004  | ROSAMORADA MUNICIPIO DE                    |        2
         937 |          18 | 937            | SANTA MARIA DEL ORO                                | 180140001   | 1137306  | SANTA MARIA DEL ORO                        |        2
         938 |          18 | 938            | SANTIAGO IXCUINTLA                                 | 180150001   | 2243103  | SANTIAGO IXCUINTLA LOCALIDAD DE            |        1
         939 |          18 | 939            | TECUALA                                            | 180160001   | 2248008  | TECUALA MUNICIPIO DE                       |        2
         941 |          18 | 941            | TUXPAN                                             | 180180001   | 1611009  | TUXPAN                                     |        6
         942 |          18 | 942            | XALISCO                                            | 180080001   |          |                                            |        0
         943 |          19 | 943            | ABASOLO                                            | 190010001   | 503009   | ABASOLO                                    |        6
         945 |          19 | 945            | ALLENDE                                            | 190040001   | 507009   | ALLENDE                                    |       12
         946 |          19 | 946            | ANAHUAC                                            | 190050001   | 917033   | CIUDAD ANAHUAC                             |        3
         949 |          19 | 949            | BUSTAMANTE                                         | 190080001   | 2308008  | BUSTAMANTE                                 |        2
         951 |          19 | 951            | CARMEN                                             | 190100001   | 407003   | CARMEN                                     |        5
         966 |          19 | 966            | GUADALUPE                                          | 190260001   | 204252   | GUADALUPE VICTORIA                         |       14
         967 |          19 | 967            | HIDALGO                                            | 190470001   | 527006   | HIDALGO                                    |       29
         970 |          19 | 970            | ITURBIDE                                           | 190300001   | 1268002  | SAN JOSE ITURBIDE                          |        4
         971 |          19 | 971            | JUAREZ                                             | 190310001   | 204159   | BENITO JUAREZ                              |       33
         974 |          19 | 974            | LOS ALDAMAS                                        | 190030001   |          |                                            |        0
         975 |          19 | 975            | LOS HERRERAS                                       | 190270001   |          |                                            |        0
         976 |          19 | 976            | LOS RAMONES                                        | 190420001   |          |                                            |        0
         978 |          19 | 978            | MELCHOR OCAMPO                                     | 190350001   | 1754002  | MELCHOR OCAMPO                             |        5
         989 |          19 | 989            | SAN PEDRO GARZA GARCIA                             | 190190001   |          |                                            |        0
         990 |          19 | 990            | SANTA CATARINA                                     | 190480001   | 1272003  | SANTA CATARINA                             |       17
         991 |          19 | 991            | SANTIAGO                                           | 190490001   | 302409   | SANTIAGO                                   |       70
         996 |          20 | 996            | ANIMAS TRUJANO                                     | 201740001   | 2573007  | SAN JUAN BAUTISTA ANIMAS TRUJANO           |        1
        1003 |          20 | 1003           | AYOQUEZCO DE ALDAMA                                | 203980001   | 2798007  | SANTA MA AYOQUEZCO DE ALDAMA               |        1
        1007 |          20 | 1007           | CAPULALPAM DE MENDEZ                               | 202470001   |          |                                            |        0
        1020 |          20 | 1020           | CUILAPAM DE GUERRERO                               | 200230001   |          |                                            |        0
        1021 |          20 | 1021           | CUYAMECALCO VILLA DE ZARAGOZA                      | 200240001   |          |                                            |        0
        1022 |          20 | 1022           | EL BARRIO DE LA SOLEDAD                            | 200100001   |          |                                            |        0
        1023 |          20 | 1023           | EL ESPINAL                                         | 200300001   |          |                                            |        0
        1030 |          20 | 1030           | HEROICA CIUDAD DE EJUTLA DE CRESPO                 | 200280001   |          |                                            |        0
        1031 |          20 | 1031           | HEROICA CIUDAD DE HUAJUAPAN DE LEON                | 200390001   |          |                                            |        0
        1032 |          20 | 1032           | HEROICA CIUDAD DE TLAXIACO                         | 203970001   |          |                                            |        0
        1035 |          20 | 1035           | IXPANTEPEC NIEVES                                  | 200650001   |          |                                            |        0
        1037 |          20 | 1037           | JUCHITAN DE ZARAGOZA                               | 200430001   | 2442006  | JUCHITAN DE ZARAGOZA MUNICIPIO DE          |        2
        1038 |          20 | 1038           | LA COMPAÑIA                                        | 200170001   |          |                                            |        0
        1039 |          20 | 1039           | LA PE                                              | 200690001   | 621355   | LA PEÑA COLORADA                           |        3
        1041 |          20 | 1041           | LA TRINIDAD VISTA HERMOSA                          | 205560001   |          |                                            |        0
        1051 |          20 | 1051           | MAGDALENA YODOCONO DE PORFIRIO DIAZ                | 205620001   |          |                                            |        0
        1053 |          20 | 1053           | MARISCALA DE JUAREZ                                | 200550001   |          |                                            |        0
        1055 |          20 | 1055           | MATIAS ROMERO AVENDAÑO                             | 200570001   |          |                                            |        0
        1056 |          20 | 1056           | MAZATLAN VILLA DE FLORES                           | 200580001   |          |                                            |        0
        1057 |          20 | 1057           | MESONES HIDALGO                                    | 200370001   |          |                                            |        0
        1059 |          20 | 1059           | MIXISTLAN DE LA REFORMA                            | 200600001   |          |                                            |        0
        1064 |          20 | 1064           | NUEVO ZOQUIAPAM                                    | 205040001   |          |                                            |        0
        1069 |          20 | 1069           | PUTLA VILLA DE GUERRERO                            | 200730001   |          |                                            |        0
        1085 |          20 | 1085           | SAN ANDRES HUAYAPAM                                | 200910001   |          |                                            |        0
        1092 |          20 | 1092           | SAN ANDRES TEOTILALPAM                             | 200980001   |          |                                            |        0
        1093 |          20 | 1093           | SAN ANDRES TEPETLAPA                               | 200990001   |          |                                            |        0
        1097 |          20 | 1097           | SAN ANTONINO CASTILLO VELASCO                      | 201030001   |          |                                            |        0
        1098 |          20 | 1098           | SAN ANTONINO EL ALTO                               | 201040001   |          |                                            |        0
        1099 |          20 | 1099           | SAN ANTONINO MONTE VERDE                           | 201050001   |          |                                            |        0
        1102 |          20 | 1102           | SAN ANTONIO NANAHUATIPAM                           | 201090001   |          |                                            |        0
        1106 |          20 | 1106           | SAN BALTAZAR CHICHICAPAM                           | 201120001   |          |                                            |        0
        1107 |          20 | 1107           | SAN BALTAZAR LOXICHA                               | 201130001   |          |                                            |        0
        1108 |          20 | 1108           | SAN BALTAZAR YATZACHI EL BAJO                      | 201140001   |          |                                            |        0
        1110 |          20 | 1110           | SAN BARTOLO SOYALTEPEC                             | 201210001   |          |                                            |        0
        1122 |          20 | 1122           | SAN CRISTOBAL LACHIRIOAG                           | 201280001   |          |                                            |        0
        1123 |          20 | 1123           | SAN CRISTOBAL SUCHIXTLAHUACA                       | 201290001   |          |                                            |        0
        1127 |          20 | 1127           | SAN ESTEBAN ATATLAHUCA                             | 201330001   |          |                                            |        0
        1129 |          20 | 1129           | SAN FELIPE TEJALAPAM                               | 201350001   |          |                                            |        0
        1137 |          20 | 1137           | SAN FRANCISCO IXHUATAN                             | 201430001   |          |                                            |        0
        1148 |          20 | 1148           | SAN ILDEFONSO AMATLAN                              | 201540001   |          |                                            |        0
        1158 |          20 | 1158           | SAN JERONIMO TLACOCHAHUAYA                         | 205500001   |          |                                            |        0
        1163 |          20 | 1163           | SAN JOSE DEL PROGRESO                              | 200720001   |          |                                            |        0
        1170 |          20 | 1170           | SAN JUAN BAUTISTA ATATLAHUCA                       | 201750001   |          |                                            |        0
        1175 |          20 | 1175           | SAN JUAN BAUTISTA LO DE SOTO                       | 201800001   |          |                                            |        0
        1178 |          20 | 1178           | SAN JUAN BAUTISTA TLACOATZINTEPEC                  | 201820001   |          |                                            |        0
        1179 |          20 | 1179           | SAN JUAN BAUTISTA TUXTEPEC                         | 201840001   | 2583009  | SAN JUAN BAUTISTA TUXTEPEC MUNICIPIO DE    |        2
        1180 |          20 | 1180           | SAN JUAN BAUTISTA VALLE NACIONAL                   | 205590001   |          |                                            |        0
        1185 |          20 | 1185           | SAN JUAN COATZOSPAM                                | 201870001   |          |                                            |        0
        1219 |          20 | 1219           | SAN JUAN DE LOS CUES                               | 202060001   |          |                                            |        0
        1190 |          20 | 1190           | SAN JUAN DEL RIO                                   | 201940001   | 1157008  | SAN JUAN DEL RIO                           |        3
        1194 |          20 | 1194           | SAN JUAN GUICHICOVI                                | 201980001   | 2597007  | SAN JUAN GUICHICOVI MUNICIPIO DE           |        2
        1195 |          20 | 1195           | SAN JUAN IHUALTEPEC                                | 201990001   |          |                                            |        0
        1196 |          20 | 1196           | SAN JUAN JUQUILA MIXES                             | 202000001   | 2599002  | SAN JUAN JUQUILA MIXES MUNICIPIO DE        |        2
        1203 |          20 | 1203           | SAN JUAN MIXTEPEC JUXTLAHUACA                      | 202080001   |          |                                            |        0
        1204 |          20 | 1204           | SAN JUAN MIXTEPEC MIAHUATLAN                       | 202090001   |          |                                            |        0
        1220 |          20 | 1220           | SAN JUAN ÑUMI                                      | 202100001   |          |                                            |        0
        1216 |          20 | 1216           | SAN JUAN YAEE                                      | 202220001   |          |                                            |        0
        1221 |          20 | 1221           | SAN LORENZO                                        | 202250001   | 2626008  | SAN LORENZO                                |        7
        1230 |          20 | 1230           | SAN LUCAS ZOQUIAPAM                                | 202340001   |          |                                            |        0
        1241 |          20 | 1241           | SAN MARTIN DE LOS CANSECOS                         | 202380001   |          |                                            |        0
        1234 |          20 | 1234           | SAN MARTIN HUAMELULPAM                             | 202390001   |          |                                            |        0
        1245 |          20 | 1245           | SAN MATEO NEJAPAM                                  | 202510001   |          |                                            |        0
        1251 |          20 | 1251           | SAN MATEO YOLOXOCHITLAN                            | 202490001   |          |                                            |        0
        1255 |          20 | 1255           | SAN MIGUEL ALOAPAM                                 | 202600001   |          |                                            |        0
        1276 |          20 | 1276           | SAN MIGUEL TEQUIXTEPEC                             | 202830001   |          |                                            |        0
        1277 |          20 | 1277           | SAN MIGUEL TILQUIAPAM                              | 202840001   |          |                                            |        0
        1282 |          20 | 1282           | SAN NICOLAS                                        | 202890001   | 2347002  | SAN NICOLAS DE LOS GARZA                   |        8
        1283 |          20 | 1283           | SAN NICOLAS HIDALGO                                | 202900001   | 2348004  | SAN NICOLAS HIDALGO                        |        2
        1298 |          20 | 1298           | SAN PEDRO COXCALTEPEC CANTAROS                     | 203040001   |          |                                            |        0
        1311 |          20 | 1311           | SAN PEDRO MIXTEPEC-JUQUILA                         | 203180001   |          |                                            |        0
        1312 |          20 | 1312           | SAN PEDRO MIXTEPEC-MIAHUATLAN                      | 203190001   |          |                                            |        0
        1319 |          20 | 1319           | SAN PEDRO SOCHIAPAM                                | 203260001   |          |                                            |        0
        1326 |          20 | 1326           | SAN PEDRO TOTOLAPA                                 | 203330001   | 2734008  | SAN PEDRO TOTOLAPAN                        |        1
        1331 |          20 | 1331           | SAN PEDRO Y SAN PABLO TEPOSCOLULA                  | 203390001   |          |                                            |        0
        1332 |          20 | 1332           | SAN PEDRO Y SAN PABLO TEQUIXTEPEC                  | 203400001   |          |                                            |        0
        1346 |          20 | 1346           | SAN VICENTE NUÑU                                   | 205360001   |          |                                            |        0
        1347 |          20 | 1347           | SANTA ANA                                          | 203530001   | 1246154  | SANTA ANA PACUECO                          |       13
        1355 |          20 | 1355           | SANTA CATALINA QUIERI                              | 203610001   |          |                                            |        0
        1364 |          20 | 1364           | SANTA CATARINA QUIOQUITANI                         | 200740001   |          |                                            |        0
        1379 |          20 | 1379           | SANTA CRUZ XOXOCOTLAN                              | 203850001   |          |                                            |        0
        1385 |          20 | 1385           | SANTA INES DE ZARAGOZA                             | 205690001   |          |                                            |        0
        1383 |          20 | 1383           | SANTA INES DEL MONTE                               | 203880001   |          |                                            |        0
        1390 |          20 | 1390           | SANTA MAGDALENA JICOTLAN                           | 200470001   |          |                                            |        0
        1392 |          20 | 1392           | SANTA MARIA APAZCO                                 | 203950001   |          |                                            |        0
        1393 |          20 | 1393           | SANTA MARIA ATZOMPA                                | 203990001   |          |                                            |        0
        1395 |          20 | 1395           | SANTA MARIA CHACHOAPAM                             | 204040001   |          |                                            |        0
        1400 |          20 | 1400           | SANTA MARIA CORTIJO                                | 204020001   | 2804007  | SANTA MARIA CORTIJOS                       |        1
        1405 |          20 | 1405           | SANTA MARIA GUELACE                                | 204110001   |          |                                            |        0
        1412 |          20 | 1412           | SANTA MARIA JALAPA DEL MARQUES                     | 204180001   |          |                                            |        0
        1414 |          20 | 1414           | SANTA MARIA LA ASUNCION                            | 203960001   |          |                                            |        0
        1425 |          20 | 1425           | SANTA MARIA TATALTEPEC                             | 204300001   |          |                                            |        0
        1426 |          20 | 1426           | SANTA MARIA TECOMAVACA                             | 204310001   |          |                                            |        0
        1427 |          20 | 1427           | SANTA MARIA TEMAXCALAPA                            | 204320001   | 2834004  | SANTA MARIA TEMAXCALAPAN                   |        1
        1454 |          20 | 1454           | SANTIAGO CHOAPAM                                   | 204600001   |          |                                            |        0
        1459 |          20 | 1459           | SANTIAGO IHUITLAN PLUMAS                           | 204640001   |          |                                            |        0
        1475 |          20 | 1475           | SANTIAGO NILTEPEC                                  | 200660001   |          |                                            |        0
        1476 |          20 | 1476           | SANTIAGO NUNDICHE                                  | 204800001   |          |                                            |        0
        1550 |          20 | 1550           | VILLA SOLA DE VEGA                                 | 202770001   |          |                                            |        0
        1551 |          20 | 1551           | VILLA TALEA DE CASTRO                              | 202800001   |          |                                            |        0
        1552 |          20 | 1552           | VILLA TEJUPAM DE LA UNION                          | 204860001   |          |                                            |        0
        1523 |          20 | 1523           | SANTO TOMAS TAMAZULAPAM                            | 205330001   |          |                                            |        0
        1528 |          20 | 1528           | SILACAYOAPAM                                       | 205370001   |          |                                            |        0
        1531 |          20 | 1531           | TAMAZULAPAM DEL ESPIRITU SANTO                     | 200310001   |          |                                            |        0
        1537 |          20 | 1537           | TEOTITLAN DE FLORES MAGON                          | 205450001   |          |                                            |        0
        1539 |          20 | 1539           | TEPELMEME VILLA DE MORELOS                         | 205480001   |          |                                            |        0
        1545 |          20 | 1545           | TRINIDAD ZAACHILA                                  | 205550001   |          |                                            |        0
        1554 |          20 | 1554           | VILLA DE TAMAZULAPAM DEL PROGRESO                  | 205400001   |          |                                            |        0
        1555 |          20 | 1555           | VILLA DE TUTUTEPEC DE MELCHOR OCAMPO               | 203340001   |          |                                            |        0
        1556 |          20 | 1556           | VILLA DE ZAACHILA                                  | 205650001   |          |                                            |        0
        1549 |          20 | 1549           | VILLA HIDALGO                                      | 200380001   | 1619002  | VILLA HIDALGO                              |        6
        1011 |          20 | 1011           | CIENEGA DE ZIMATLAN                                | 200130001   |          |                                            |        0
(754 filas)

