?column?, precorteid , tablareservaid , prestamoid , ejercicio , periodo , fechacierre , diasvencidos , porcentajeaplicado , factoraplicado , saldoprestamo , reservacalculada , interesdevengadomenoravencido , interesdevengadomayoravencido , pagocapitalenperiodo , pagointeresenperiodo , pagomoratorioenperiodo , bonificacionintenperiodo , bonificacionmorenperiodo , noamorvencidas , saldovencidomenoravencido , saldovencidomayoravencido , fechaultamorpagada , tipoprestamoid , montoprestamo , clavefinalidad , tasanormal , tasa_moratoria , ultimoabono , diastraspasoavencida ,,,, fecha_vencimiento , ultimoabonointeres , interesdevmormenor , interesdevmormayor , saldopromedio , dias_de_cobro , meses_de_cobro , depositogarantia , pagosvencidos , finalidaddefault ,  saldopromediodelmes   , interesdevengadomes , primerincumplimiento , diasinteres , diascapital , reservaidnc , frecuencia , fecha_otorga , estatusvive , zonamarginada , importeultimaamort , importevencidoamort , tipocartera 
007995-,2346552,                ,8467,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,1002.4,232,3,0,0,0,0,0, 2013-12-08         , N4             ,12000,2,28.32,42.48, 2013-12-13  ,89,,,, 2014-08-07        , 2013-12-13         ,0,0,               ,30,0,1200,0,2,4499.64,-142, 2014-01-07           ,0,0,0,30, 2013-08-08   ,3,               ,1000,0, 
004466-,2343042,                ,4905,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,5582.6,233,6,0,0,0,0,0, 2013-12-05         , N1             ,50000,2,33.35,40.02, 2013-12-09  ,89,,,, 2014-02-21        , 2013-12-09         ,0,0,               ,30,0,0,0,2,2791.3,-186, 2014-01-04           ,0,0,0,30, 2011-03-10   ,3,               ,1388,0, 
005100-,2343668,                ,5546,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,14021.44,501,50,0,0,0,0,0, 2013-12-06         , N1             ,50000,2,28.32,33.98, 2013-12-27  ,89,,,, 2014-07-29        , 2013-12-27         ,0,0,               ,30,0,0,0,2,7010.72,-243, 2014-01-05           ,0,0,0,30, 2011-08-14   ,3,               ,1388,0, 
006785-,2345346,                ,7252,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,4711.2,680,0,0,0,0,0,0, 2013-12-08         , N1             ,150000,2,31.44,47.16, 2013-12-05  ,89,,,, 2015-10-25        , 2013-12-05         ,0,0,               ,30,0,30000,0,2,38906.82,-340, 2014-01-07           ,0,0,0,30, 2012-11-09   ,3,               ,4166,0, 
006822-,2345383,                ,7289,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,18999.44,294,7,0,0,0,0,0, 2013-12-17         , N16            ,31000,2,15.96,23.94, 2013-12-29  ,89,0,0,0, 2015-06-18        , 2013-12-29         ,0,0,               ,30,0,0,0,2,9499.72,-51, 2014-01-16           ,0,0,0,30, 2012-11-18   ,3,               ,1000,0, 
006831-,2345392,                ,7298,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,23999.68,266,0,0,0,0,0,0, 2013-12-22         , N16            ,36000,2,15.96,23.94, 2013-12-16  ,89,0,0,0, 2015-11-08        , 2013-12-16         ,0,0,               ,30,0,0,0,2,11999.84,-96, 2014-01-21           ,0,0,0,30, 2012-11-23   ,3,               ,1000,0, 
006849-,2345410,                ,7316,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,34553.6,540,0,0,0,0,0,0, 2013-12-01         , N4             ,70000,2,25.2,37.8, 2013-12-23  ,89,,,, 2015-11-10        , 2013-12-23         ,0,0,               ,0,1,14000,0,2,23335.52,-33, 2013-12-31           ,0,0,0,30, 2012-11-25   ,3,               ,1944,0, 
006924-,2345484,                ,7391,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,422.4,9,0,0,0,0,0,0, 2013-12-05         , N1             ,5000,2,27.48,41.22, 2013-12-01  ,89,,,, 2013-12-05        , 2013-12-01         ,0,0,               ,30,0,0,0,2,211.2,-8, 2014-01-04           ,0,0,0,30, 2012-12-07   ,3,               ,424,0, 
006974-,2345534,                ,7441,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,8124.48,102,0,0,0,0,0,0, 2013-12-17         , N1             ,15000,2,33.48,50.22, 2013-12-13  ,89,,,, 2014-12-18        , 2013-12-13         ,0,0,               ,30,0,0,0,2,4062.24,-8, 2014-01-16           ,0,0,0,30, 2012-12-19   ,3,               ,625,0, 
006975-,2345535,                ,7443,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,1877.72,366,42,0,0,0,0,0, 2013-12-17         , N1             ,15000,2,33.48,50.22, 2013-12-26  ,89,,,, 2014-12-18        , 2013-12-26         ,0,0,               ,30,0,2250,0,2,4374.98,-155, 2014-01-16           ,0,0,0,30, 2012-12-19   ,3,               ,625,0, 
007033-,2345593,                ,7501,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,4993.44,97,1,0,0,0,0,0, 2013-12-01         , N4             ,15000,2,21.12,31.68, 2013-12-02  ,89,,,, 2014-04-01        , 2013-12-02         ,0,0,               ,0,1,0,0,2,2496.72,-91, 2013-12-31           ,0,0,0,30, 2012-12-30   ,3,               ,1000,0, 
007070-,2345630,                ,7538,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,9373.12,170,21,0,0,0,0,0, 2013-12-10         , N4             ,15000,2,28.32,42.48, 2013-12-15  ,89,,,, 2015-01-08        , 2013-12-15         ,0,0,               ,30,0,0,0,2,4686.56,-59, 2014-01-09           ,0,0,0,30, 2013-01-11   ,3,               ,625,0, 
007071-,2345631,                ,7539,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,2386.32,98,0,0,0,0,0,0, 2013-12-10         , N16            ,30000,2,15.96,23.94, 2013-12-10  ,89,0,33,33, 2015-12-27        , 2013-12-10         ,0,0,               ,30,0,33000,0,2,2977.62,-71, 2014-01-09           ,0,0,0,30, 2013-01-11   ,3,               ,833,0, 
007078-,2345638,                ,7546,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,6667.52,201,0,0,0,0,0,0, 2013-12-13         , N1             ,15000,2,35.4,53.1, 2013-12-29  ,89,,,, 2014-07-13        , 2013-12-29         ,0,0,               ,30,0,0,0,2,3333.76,-26, 2014-01-12           ,0,0,0,30, 2013-01-13   ,3,               ,833,0, 
007128-,2345688,                ,7596,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,33834.2,159,0,0,0,0,0,0, 2013-12-22         , N7             ,65000,2,9.48,14.22, 2013-12-11  ,89,,,, 2014-11-23        , 2013-12-11         ,0,0,               ,14,0,0,0,2,16917.1,-71, 2014-01-05           ,0,0,0,14, 2013-01-18   ,3,               ,1354,0, 
007130-,2345690,                ,7598,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,1499.76,18,0,0,0,0,0,0, 2013-12-19         , N1             ,10000,2,39.36,59.04, 2013-12-09  ,89,,,, 2014-01-19        , 2013-12-09         ,0,0,               ,30,0,0,0,2,749.88,-3, 2014-01-18           ,0,0,0,30, 2013-01-21   ,3,               ,833,0, 
007135-,2345695,                ,7603,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,5779.52,52,0,0,0,0,0,0, 2013-12-22         , N4             ,13000,2,26.76,40.14, 2013-12-09  ,89,,,, 2014-07-22        , 2013-12-09         ,0,0,               ,30,0,0,0,2,2889.76,-13, 2014-01-21           ,0,0,0,30, 2013-01-22   ,3,               ,722,0, 
007148-,2345708,                ,7616,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,1251.12,34,9,0,0,0,0,0, 2013-12-01         , N8             ,15000,2,9.36,14.04, 2013-12-19  ,89,,,, 2014-02-02        , 2013-12-19         ,0,0,               ,0,1,16500,0,2,1874.92,-16, 2013-12-31           ,0,0,0,30, 2013-01-28   ,3,               ,1250,0, 
007164-,2345724,                ,7632,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,9353.08,630,0,0,0,0,0,0, 2013-12-01         , N16            ,22000,2,15.96,23.94, 2013-12-13  ,89,0,0,0, 2014-08-01        , 2013-12-13         ,0,0,               ,0,1,0,0,2,4676.54,-369, 2013-12-31           ,0,0,0,30, 2013-01-30   ,3,               ,1222,0, 
007180-,2345740,                ,7648,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,580.44,66,0,0,0,0,0,0, 2013-12-22         , N1             ,8900,2,31.44,47.16, 2013-12-20  ,89,,,, 2014-06-22        , 2013-12-20         ,0,0,               ,14,0,1780,0,2,1444.68,-20, 2014-01-05           ,0,0,0,14, 2013-01-31   ,3,               ,247,0, 
007186-,2345746,                ,7654,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,499.16,4,0,0,0,0,0,0, 2013-12-03         , N16            ,5000,2,15.96,23.94, 2013-12-03  ,89,0,0,0, 2013-12-03        , 2013-12-03         ,0,0,               ,30,0,0,0,2,249.58,-3, 2014-01-02           ,0,0,0,30, 2013-02-03   ,3,               ,500,0, 
007201-,2345761,                ,7669,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,957.12,414,4,0,0,0,0,0, 2013-12-08         , N4             ,23000,2,31.44,47.16, 2013-12-11  ,89,,,, 2015-02-05        , 2013-12-11         ,0,0,               ,30,0,0,0,2,7188.16,-276, 2014-01-07           ,0,0,0,30, 2013-02-07   ,3,               ,958,0, 
007205-,2345765,                ,7673,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,227.96,7,0,0,0,0,0,0, 2013-12-08         , N4             ,5000,2,28.32,42.48, 2013-12-17  ,89,,,, 2014-02-06        , 2013-12-17         ,0,0,               ,30,0,0,0,2,113.98,-4, 2014-01-07           ,0,0,0,30, 2013-02-07   ,3,               ,416,0, 
007261-,2345821,                ,7729,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,4446.64,189,1,0,0,0,0,0, 2013-12-01         , N1             ,8000,2,29.52,44.28, 2013-12-26  ,89,,,, 2014-09-01        , 2013-12-26         ,0,0,               ,0,1,0,0,2,2223.32,-113, 2013-12-31           ,0,0,0,30, 2013-02-26   ,3,               ,444,0, 
007262-,2345822,                ,7730,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,801.08,135,2,0,0,0,0,0, 2013-12-01         , N1             ,12000,2,33.48,50.22, 2013-12-03  ,89,,,, 2014-06-01        , 2013-12-03         ,0,0,               ,0,1,1800,0,2,2798.54,-120, 2013-12-31           ,0,0,0,30, 2013-02-26   ,3,               ,800,0, 
007264-,2345824,                ,7732,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,3332.68,139,2,0,0,0,0,0, 2013-12-01         , N1             ,10000,2,33.48,50.22, 2013-12-20  ,89,,,, 2014-03-02        , 2013-12-20         ,0,0,               ,0,1,0,0,2,1666.34,-90, 2013-12-31           ,0,0,0,30, 2013-02-26   ,3,               ,833,0, 
007305-,2345865,                ,7773,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,16669.4,408,120,0,0,0,0,0, 2013-12-01         , N1             ,50000,2,31.44,47.16, 2013-12-23  ,89,,,, 2014-03-04        , 2013-12-23         ,0,0,               ,30,0,0,0,2,8334.7,-73, 2013-12-31           ,0,0,0,30, 2013-03-03   ,3,               ,4166,0, 
007332-,2345892,                ,7800,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,265.36,24,0,0,0,0,0,0, 2013-12-13         , N4             ,3500,2,26.76,40.14, 2013-12-18  ,89,,,, 2014-03-13        , 2013-12-18         ,0,0,               ,30,0,525,0,2,482.68,-11, 2014-01-12           ,0,0,0,30, 2013-03-15   ,3,               ,291,0, 
007386-,2345946,                ,7854,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,1407.2,80,0,0,0,0,0,0, 2013-12-24         , N4             ,15000,2,28.32,42.48, 2013-12-03  ,89,,,, 2014-03-25        , 2013-12-03         ,0,0,               ,30,0,1500,0,2,1816.4,-71, 2014-01-23           ,0,0,0,30, 2013-03-26   ,3,               ,1250,0, 
007426-,2345986,                ,7894,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,1997.4,73,17,0,0,0,0,0, 2013-12-01         , N4             ,7000,2,23.64,35.46, 2013-12-30  ,89,,,, 2014-02-02        , 2013-12-30         ,0,0,               ,30,0,1750,0,2,998.7,-34, 2013-12-31           ,0,0,0,30, 2013-04-01   ,3,               ,700,0, 
007429-,2345989,                ,7897,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,4990.84,160,0,0,0,0,0,0, 2013-12-01         , N1             ,12000,2,29.52,44.28, 2013-12-11  ,89,,,, 2014-04-03        , 2013-12-11         ,0,0,               ,30,0,0,0,2,2495.42,-123, 2013-12-31           ,0,0,0,30, 2013-04-03   ,3,               ,1000,0, 
007437-,2345997,                ,7905,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,1050,26,3,0,0,0,0,0, 2013-12-05         , N4             ,3500,2,28.32,42.48, 2013-12-23  ,89,,,, 2014-02-04        , 2013-12-23         ,0,0,               ,30,0,0,0,2,525,-9, 2014-01-04           ,0,0,0,30, 2013-04-07   ,3,               ,350,0, 
007445-,2346005,                ,7913,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,2558.4,75,1,0,0,0,0,0, 2013-12-05         , N4             ,7000,2,21.12,31.68, 2013-12-30  ,89,,,, 2014-04-06        , 2013-12-30         ,0,0,               ,30,0,2310,0,2,1279.2,-36, 2014-01-04           ,0,0,0,30, 2013-04-08   ,3,               ,583,0, 
007467-,2346027,                ,7938,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,4483.6,0,16,0,0,0,0,0, 2013-12-13         , N15            ,10749,2,0,50.4, 2013-12-26  ,89,,,, 2014-04-13        , 2013-12-26         ,0,0,               ,30,0,0,0,2,2241.8,0, 2014-01-12           ,0,0,0,30, 2013-04-14   ,3,               ,895,0, 
007470-,2346030,                ,7941,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,6248.32,117,0,0,0,0,0,0, 2013-12-13         , N1             ,15000,2,35.4,53.1, 2013-12-01  ,89,,,, 2014-04-13        , 2013-12-01         ,0,0,               ,30,0,0,0,2,3124.16,-111, 2014-01-12           ,0,0,0,30, 2013-04-15   ,3,               ,1250,0, 
007510-,2346070,                ,7981,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,327.96,18,1,0,0,0,0,0, 2013-12-19         , N16            ,4000,2,15.96,23.94, 2013-12-22  ,89,0,5,5, 2014-04-20        , 2013-12-22         ,0,0,               ,30,0,4400,0,2,831.24,-1, 2014-01-18           ,0,0,0,30, 2013-04-21   ,3,               ,333,0, 
007511-,2346071,                ,7982,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,1199.44,32,1,0,0,0,0,0, 2013-12-19         , N1             ,4000,2,29.52,44.28, 2013-12-22  ,89,,,, 2014-02-18        , 2013-12-22         ,0,0,               ,30,0,0,0,2,599.72,-11, 2014-01-18           ,0,0,0,30, 2013-04-22   ,3,               ,400,0, 
007539-,2346099,                ,8010,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,627.6,12,3,0,0,0,0,0, 2013-11-26         , N8             ,5000,2,9.36,14.04, 2013-12-09  ,89,,,, 2013-12-26        , 2013-12-09         ,0,0,               ,30,0,5500,0,2,624.82,-9, 2013-12-26           ,0,0,0,30, 2013-04-28   ,3,               ,625,0, 
007595-,2346155,                ,8066,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,1999.72,36,0,0,0,0,0,0, 2013-12-03         , N4             ,5000,2,25.2,37.8, 2013-12-02  ,89,,,, 2014-03-04        , 2013-12-02         ,0,0,               ,30,0,0,0,2,999.86,-34, 2014-01-02           ,0,0,0,30, 2013-05-06   ,3,               ,500,0, 
007603-,2346163,                ,8074,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,974.92,62,1,0,0,0,0,0, 2013-12-05         , N16            ,11700,2,15.96,23.94, 2013-12-06  ,89,0,54,54, 2014-05-06        , 2013-12-06         ,0,0,               ,30,0,12870,0,2,2924.62,-47, 2014-01-04           ,0,0,0,30, 2013-05-08   ,3,               ,975,0, 
007616-,2346176,                ,8087,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,621.84,115,61,0,0,0,0,0, 2013-10-08         , N1             ,5000,2,31.44,47.16, 2013-12-17  ,89,,,, 2014-03-09        , 2013-12-17         ,0,0,               ,30,0,1000,0,2,1499.36,-71, 2013-11-07           ,0,0,0,30, 2013-05-09   ,3,               ,500,0, 
007622-,2346182,                ,8093,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,1783.08,28,0,0,0,0,0,0, 2013-12-10         , N16            ,4500,2,15.96,23.94, 2013-12-08  ,89,0,0,0, 2014-03-11        , 2013-12-08         ,0,0,               ,30,0,0,0,2,891.54,-21, 2014-01-09           ,0,0,0,30, 2013-05-12   ,3,               ,450,0, 
007629-,2346189,                ,8100,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,1995.16,82,11,0,0,0,0,0, 2013-12-10         , N14            ,5000,2,28.92,43.38, 2013-12-29  ,89,,,, 2014-03-11        , 2013-12-29         ,0,0,               ,30,0,0,0,2,997.58,-35, 2014-01-09           ,0,0,0,30, 2013-05-13   ,3,               ,500,0, 
007632-,2346192,                ,8103,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,2503.12,30,0,0,0,0,0,0, 2013-12-13         , N16            ,5000,2,15.96,23.94, 2013-12-10  ,89,0,0,0, 2014-05-13        , 2013-12-10         ,0,0,               ,30,0,0,0,2,1251.56,-19, 2014-01-12           ,0,0,0,30, 2013-05-14   ,3,               ,416,0, 
007680-,2346238,                ,8151,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,1595.76,19,0,0,0,0,0,0, 2013-12-22         , N4             ,4000,2,28.32,42.48, 2013-12-04  ,89,,,, 2014-03-23        , 2013-12-04         ,0,0,               ,30,0,0,0,2,797.88,-14, 2014-01-21           ,0,0,0,30, 2013-05-24   ,3,               ,400,0, 
007740-,2346298,                ,8211,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,3642.05,107,161.16,0,0,0,0,0, 2013-09-10         , N1             ,11000,2,35.4,53.1, 2013-12-30  ,89,,,, 2013-09-10        , 2013-12-30         ,0,0,               ,30,0,1100,0,2,1821.025,0, 2013-10-10           ,0,0,0,30, 2013-06-12   ,3,               ,3668,0, 
007748-,2346306,                ,8219,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,749.08,11,0,0,0,0,0,0, 2013-12-13         , N16            ,2000,2,15.96,23.94, 2013-12-23  ,89,0,0,0, 2014-02-11        , 2013-12-23         ,0,0,               ,30,0,0,0,2,374.54,-5, 2014-01-12           ,0,0,0,30, 2013-06-14   ,3,               ,250,0, 
007752-,2346310,                ,8223,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,25142.56,491,0,0,0,0,0,0, 2013-12-13         , N1             ,45000,2,33.48,50.22, 2013-12-02  ,89,,,, 2016-05-29        , 2013-12-02         ,0,0,               ,30,0,0,0,2,12571.28,-444, 2014-01-12           ,0,0,0,30, 2013-06-14   ,3,               ,1250,0, 
007753-,2346311,                ,8224,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,3209.68,81,2,0,0,0,0,0, 2013-12-15         , N1             ,5500,2,39.36,59.04, 2013-12-18  ,89,,,, 2014-06-15        , 2013-12-18         ,0,0,               ,30,0,0,0,2,1604.84,-18, 2014-01-14           ,0,0,0,30, 2013-06-16   ,3,               ,458,0, 
007758-,2346316,                ,8229,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,25469.08,276,0,0,0,0,0,0, 2013-12-15         , N1             ,170000,2,31.44,47.16, 2013-12-10  ,89,,,, 2016-06-01        , 2013-12-10         ,0,0,               ,30,0,0,0,2,12734.54,-67, 2014-01-14           ,0,0,0,30, 2013-06-17   ,3,               ,4722,0, 
007767-,2346325,                ,8238,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,6712.64,136,0,0,0,0,0,0, 2013-12-17         , N4             ,17250,2,22.08,33.12, 2013-12-24  ,89,,,, 2014-12-18        , 2013-12-24         ,0,0,               ,30,0,0,0,2,3356.32,-37, 2014-01-16           ,0,0,0,30, 2013-06-19   ,3,               ,958,0, 
007789-,2346346,                ,8260,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,5937.52,193,0,0,0,0,0,0, 2013-12-22         , N1             ,10000,2,35.4,53.1, 2013-12-24  ,89,,,, 2014-09-21        , 2013-12-24         ,0,0,               ,30,0,0,0,2,2968.76,-53, 2014-01-21           ,0,0,0,30, 2013-06-24   ,3,               ,666,0, 
007795-,2346352,                ,8266,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,684,100,0,0,0,0,0,0, 2013-12-22         , N1             ,7000,2,31.44,47.16, 2013-12-22  ,89,,,, 2014-06-22        , 2013-12-22         ,0,0,               ,30,0,1400,0,2,1842.24,-29, 2014-01-21           ,0,0,0,30, 2013-06-24   ,3,               ,583,0, 
007854-,2346411,                ,8325,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,2399.68,82,1,0,0,0,0,0, 2013-12-03         , N1             ,4000,2,35.4,53.1, 2013-12-09  ,89,,,, 2014-05-04        , 2013-12-09         ,0,0,               ,30,0,0,0,2,1199.84,-64, 2014-01-02           ,0,0,0,30, 2013-07-01   ,3,               ,400,0, 
007863-,2346420,                ,8334,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,501.44,16,0,0,0,0,0,0, 2013-12-03         , N4             ,3000,2,21.12,31.68, 2013-12-02  ,89,,,, 2014-01-02        , 2013-12-02         ,0,0,               ,30,0,990,0,2,499.62,-15, 2014-01-02           ,0,0,0,30, 2013-07-05   ,3,               ,500,0, 
007867-,2346424,                ,8338,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,3335.76,109,2,0,0,0,0,0, 2013-12-05         , N1             ,5000,2,31.44,47.16, 2013-12-19  ,89,,,, 2014-07-06        , 2013-12-19         ,0,0,               ,30,0,0,0,2,1667.88,-58, 2014-01-04           ,0,0,0,30, 2013-07-07   ,3,               ,416,0, 
007879-,2346436,                ,8350,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,6667.88,161,1,0,0,0,0,0, 2013-12-10         , N4             ,10000,2,26.76,40.14, 2013-12-23  ,89,,,, 2014-07-10        , 2013-12-23         ,0,0,               ,30,0,0,0,2,3333.94,-55, 2014-01-09           ,0,0,0,30, 2013-07-12   ,3,               ,833,0, 
007881-,2346438,                ,8352,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,690.44,66,0,0,0,0,0,0, 2013-12-10         , N1             ,5000,2,33.48,50.22, 2013-12-20  ,89,,,, 2014-07-10        , 2013-12-20         ,0,0,               ,30,0,750,0,2,1330.14,-20, 2014-01-09           ,0,0,0,30, 2013-07-12   ,3,               ,416,0, 
007883-,2346440,                ,8355,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,6667.92,173,5,0,0,0,0,0, 2013-12-13         , N4             ,10000,2,28.32,42.48, 2013-12-18  ,89,,,, 2014-07-13        , 2013-12-18         ,0,0,               ,30,0,0,0,2,3333.96,-79, 2014-01-12           ,0,0,0,30, 2013-07-15   ,3,               ,833,0, 
007904-,2346461,                ,8376,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,500.24,61,0,0,0,0,0,0, 2013-12-15         , N4             ,5000,2,28.32,42.48, 2013-12-15  ,89,,,, 2014-05-15        , 2013-12-15         ,0,0,               ,30,0,500,0,2,1499.84,-26, 2014-01-14           ,0,0,0,30, 2013-07-17   ,3,               ,500,0, 
007921-,2346478,                ,8393,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,496.8,14,0,0,0,0,0,0, 2013-12-19         , N1             ,2500,2,35.4,53.1, 2013-12-16  ,89,,,, 2013-12-19        , 2013-12-16         ,0,0,               ,30,0,0,0,2,248.4,-6, 2014-01-18           ,0,0,0,30, 2013-07-21   ,3,               ,500,0, 
007925-,2346482,                ,8397,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,6164.88,78,0,0,0,0,0,0, 2013-12-19         , N4             ,10000,2,28.32,42.48, 2013-12-08  ,89,,,, 2014-07-20        , 2013-12-08         ,0,0,               ,30,0,0,0,2,3082.44,-39, 2014-01-18           ,0,0,0,30, 2013-07-22   ,3,               ,833,0, 
007926-,2346483,                ,8398,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,900.24,86,0,0,0,0,0,0, 2013-12-19         , N16            ,10000,2,15.96,23.94, 2013-12-30  ,89,0,2,2, 2014-07-20        , 2013-12-30         ,0,0,               ,30,0,11000,0,2,2945.46,-10, 2014-01-18           ,0,0,0,30, 2013-07-22   ,3,               ,833,0, 
007927-,2346484,                ,8399,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,3822.36,122,0,0,0,0,0,0, 2013-12-19         , N1             ,5000,2,35.4,53.1, 2013-12-29  ,89,,,, 2015-01-18        , 2013-12-29         ,0,0,               ,30,0,0,0,2,1911.18,-15, 2014-01-18           ,0,0,0,30, 2013-07-22   ,3,               ,277,0, 
007930-,2346487,                ,8402,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,1610.92,163,0,0,0,0,0,0, 2013-12-22         , N16            ,20000,2,15.96,23.94, 2013-12-20  ,89,0,56,56, 2014-07-22        , 2013-12-20         ,0,0,               ,30,0,22000,0,2,6546.36,-46, 2014-01-21           ,0,0,0,30, 2013-07-23   ,3,               ,1666,0, 
007953-,2346510,                ,8425,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,2797.92,73,2,0,0,0,0,0, 2013-12-01         , N1             ,4000,2,26.4,39.6, 2013-12-10  ,89,,,, 2014-06-03        , 2013-12-10         ,0,0,               ,30,0,0,0,2,1398.96,-53, 2013-12-31           ,0,0,0,30, 2013-07-30   ,3,               ,400,0, 
007958-,2346515,                ,8430,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,4659.8,92,0,0,0,0,0,0, 2013-12-01         , N4             ,7000,2,23.64,35.46, 2013-12-29  ,89,,,, 2014-08-03        , 2013-12-29         ,0,0,               ,30,0,1750,0,2,2329.9,-3, 2013-12-31           ,0,0,0,30, 2013-07-31   ,3,               ,583,0, 
007968-,2346525,                ,8440,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,820.84,147,4,0,0,0,0,0, 2013-12-29         , N1             ,6000,2,39.36,59.04, 2013-12-20  ,89,,,, 2015-01-27        , 2013-12-20         ,0,0,               ,30,0,0,0,2,2440.82,-43, 2014-01-28           ,0,0,0,30, 2013-07-31   ,3,               ,333,0, 
007969-,2346526,                ,8441,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,402.08,35,2,0,0,0,0,0, 2013-12-01         , N16            ,4000,2,15.96,23.94, 2013-12-08  ,89,0,24,24, 2014-06-03        , 2013-12-08         ,0,0,               ,30,0,4400,0,2,1399.76,-25, 2013-12-31           ,0,0,0,30, 2013-08-02   ,3,               ,400,0, 
007975-,2346532,                ,8447,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,399.04,4,0,0,0,0,0,0, 2013-12-03         , N8             ,1000,2,9.36,14.04, 2013-12-15  ,89,,,, 2014-01-02        , 2013-12-15         ,0,0,               ,30,0,0,0,2,199.52,-3, 2014-01-02           ,0,0,0,30, 2013-08-04   ,3,               ,200,0, 
007990-,2346547,                ,8462,2013,12, 2013-12-31  ,0,0.01,1,0,0,0,0,1874.48,16,0,0,0,0,0,0, 2013-12-05         , N16            ,3000,2,15.96,23.94, 2013-12-17  ,89,0,0,0, 2014-04-06        , 2013-12-17         ,0,0,               ,30,0,0,0,2,937.24,-4, 2014-01-04           ,0,0,0,30, 2013-08-07   ,3,               ,375,0, 
